SMILES,pCHEMBL,Molecular Weight,logP,Data
CC1C2Cc3ccc(C(=O)NCCc4ccc(Br)cc4)cc3C1(C)CCN2CC1CC1,7.7,481.48,5.36,CC1C2Cc3ccc(C(=O)NCCc4ccc(Br)cc4)cc3C1(C)CCN2CC1CC1
N#Cc1cccc(-c2nc(NC(=O)O)sc2-n2cncn2)c1,5.25,312.31,2.35,N#Cc1cccc(-c2nc(NC(=O)O)sc2-n2cncn2)c1
NC(=O)c1ccc2c(c1O)C13CCN(CC4CCC4)C(C2)C1(O)CCC(O)C3,8.57,386.49,1.44,NC(=O)c1ccc2c(c1O)C13CCN(CC4CCC4)C(C2)C1(O)CCC(O)C3
CC(=O)OC1CC(C(=O)NC(C)C(=O)OCc2ccccc2)C2(C)CCC3C(=O)OC(c4ccoc4)CC3(C)C2C1=O,7.57,579.65,4.08,CC(=O)OC1CC(C(=O)NC(C)C(=O)OCc2ccccc2)C2(C)CCC3C(=O)OC(c4ccoc4)CC3(C)C2C1=O
CN1CCC23CCCCC2C1Cc1cc2sc(N)nc2cc13,8.19,313.47,3.57,CN1CCC23CCCCC2C1Cc1cc2sc(N)nc2cc13
C=CCN1CCC23c4c5ccc(OC(=O)CCCCCCCCC(=O)Oc6ccc7c(c6)C68CCCCC6(OC)C(C7)N(CC6CCC6)CC8)c4OC2C(=O)CCC3(O)C1C5,7.75,835.09,7.86,C=CCN1CCC23c4c5ccc(OC(=O)CCCCCCCCC(=O)Oc6ccc7c(c6)C68CCCCC6(OC)C(C7)N(CC6CCC6)CC8)c4OC2C(=O)CCC3(O)C1C5
COC(=O)C1CC(OCOCC(F)(F)F)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,7.12,502.48,3.99,COC(=O)C1CC(OCOCC(F)(F)F)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C
Nc1nnc(-c2ccc(O)c(Cl)c2)c(-c2ccccc2)n1,10.39,298.73,3.15,Nc1nnc(-c2ccc(O)c(Cl)c2)c(-c2ccccc2)n1
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCCCC1N1CCCC1.CS(=O)(=O)O,6.68,465.44,4.4,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCCCC1N1CCCC1.CS(=O)(=O)O
O[C@@H]1[C@@H](CSc2ccccc2F)O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@@H]1O,5.29,445.52,2.73,O[C@@H]1[C@@H](CSc2ccccc2F)O[C@@H](n2cnc3c(NC4CCCC4)ncnc32)[C@@H]1O
Nc1nc(-c2cnccn2)nc2sc(Cc3ccccc3)cc12,8.62,319.39,3.32,Nc1nc(-c2cnccn2)nc2sc(Cc3ccccc3)cc12
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(c5ccc(C)cc5)CC4)nc32)[C@H](O)[C@@H]1O,7.06,525.61,-0.29,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(c5ccc(C)cc5)CC4)nc32)[C@H](O)[C@@H]1O
Nc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CC1)CC3,9.74,296.46,3.74,Nc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CC1)CC3
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCCCC1N1CCCC1,8.22,369.34,4.4,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCCCC1N1CCCC1
CN1CCC23c4c5ccc(O)c4OC2(C)C(=O)CCC3(NC(=O)CSSCC(=O)NC23CCC(=O)C4(C)Oc6c(O)ccc7c6C42CCN(C)C3C7)C1C5,7.05,774.96,2.91,CN1CCC23c4c5ccc(O)c4OC2(C)C(=O)CCC3(NC(=O)CSSCC(=O)NC23CCC(=O)C4(C)Oc6c(O)ccc7c6C42CCN(C)C3C7)C1C5
O=C1CN(C2CCN(C3CCCCCCC3)CC2)c2ccccc2N1,7.08,341.5,4.02,O=C1CN(C2CCN(C3CCCCCCC3)CC2)c2ccccc2N1
C=C(Cl)C(=O)NC1CCC2C3Cc4ccc(O)c5c4C2(CCN3C)C1O5,7.58,374.87,2.3,C=C(Cl)C(=O)NC1CCC2C3Cc4ccc(O)c5c4C2(CCN3C)C1O5
NC(=O)c1cccc(OC2CC3CCC(C2)N3CC2CCCCC2)c1,6.69,342.48,3.74,NC(=O)c1cccc(OC2CC3CCC(C2)N3CC2CCCCC2)c1
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)N[C@H](Cc5c[nH]cn5)C(=O)O)cc4)nc32)[C@H](O)[C@@H]1O,7.4,636.67,-0.71,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)N[C@H](Cc5c[nH]cn5)C(=O)O)cc4)nc32)[C@H](O)[C@@H]1O
Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12,8.91,337.34,1.72,Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12
NCC1CCC(CNc2nc(N)n3nc(-c4ccco4)nc3n2)CC1.O=C(O)C(F)(F)F,7.77,456.43,1.54,NCC1CCC(CNc2nc(N)n3nc(-c4ccco4)nc3n2)CC1.O=C(O)C(F)(F)F
Cn1c(=O)c2nc[nH]c2n(C)c1=O,4.68,180.17,-1.04,Cn1c(=O)c2nc[nH]c2n(C)c1=O
CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@H](O)[C@@H]1O,7.03,510.29,0.41,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@H](O)[C@@H]1O
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)N[C@@H](Cc5ccccc5)C(=O)OC)cc4)nc32)[C@H](O)[C@@H]1O,6.8,660.73,0.65,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)N[C@@H](Cc5ccccc5)C(=O)OC)cc4)nc32)[C@H](O)[C@@H]1O
CN(CCc1ccc(Cl)c(Cl)c1)C1CCCCC1N1CCCC1,7.25,355.35,4.87,CN(CCc1ccc(Cl)c(Cl)c1)C1CCCCC1N1CCCC1
COC(=O)Nc1nc2ccc(C(=O)c3cccs3)cc2[nH]1,5.38,301.33,3.03,COC(=O)Nc1nc2ccc(C(=O)c3cccs3)cc2[nH]1
CCCn1c(=O)c2nc([C@]34CC[C@](CCC(=O)O)(CC3)CC4)[nH]c2n(CCC)c1=O,5.19,416.52,3.16,CCCn1c(=O)c2nc([C@]34CC[C@](CCC(=O)O)(CC3)CC4)[nH]c2n(CCC)c1=O
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(C#Cc4ccccc4)nc32)[C@H](O)[C@@H]1O,6.21,408.42,-0.44,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(C#Cc4ccccc4)nc32)[C@H](O)[C@@H]1O
NC(=O)C1CSCSCC(NC(=O)C(N)Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)N1,8.6,692.86,0.61,NC(=O)C1CSCSCC(NC(=O)C(N)Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)N1
CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(NC(C)Cc5ccc(C(F)(F)F)cc5)nc43)[C@H](O)[C@@H]2O)n1,7.71,534.5,1.47,CCn1nnc([C@H]2O[C@@H](n3cnc4c(N)nc(NC(C)Cc5ccc(C(F)(F)F)cc5)nc43)[C@H](O)[C@@H]2O)n1
COc1ccc(-n2c(C(=O)c3sc(Nc4ccc(Cl)cc4)nc3C)cnc2N)cc1,4.99,439.93,4.86,COc1ccc(-n2c(C(=O)c3sc(Nc4ccc(Cl)cc4)nc3C)cnc2N)cc1
CONc1nc(C#Cc2ccc(C)cc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,4.46,411.42,0.12,CONc1nc(C#Cc2ccc(C)cc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
COc1cccc2c1CN(CCn1ncc3c1nc(N)n1nc(-c4ccco4)nc31)C2,8.22,416.45,2.34,COc1cccc2c1CN(CCn1ncc3c1nc(N)n1nc(-c4ccco4)nc31)C2
COc1ccc2c3c1OC1C4(OC)CCC5(CC4C(NC(C)C(=O)O)c4ccccc4)C(C2)N(CC2CC2)CCC315,6.4,558.72,4.72,COc1ccc2c3c1OC1C4(OC)CCC5(CC4C(NC(C)C(=O)O)c4ccccc4)C(C2)N(CC2CC2)CCC315
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(c5ccc(Cl)c(Cl)c5)CC4)nc32)[C@H](O)[C@@H]1O,7.42,580.48,0.70,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCN4CCN(c5ccc(Cl)c(Cl)c5)CC4)nc32)[C@H](O)[C@@H]1O
CN(CCN1CCN(c2ccc(F)cc2F)CC1)c1cc2nc(-c3cccc(C#N)c3)nn2c(N)n1,8.74,489.53,2.78,CN(CCN1CCN(c2ccc(F)cc2F)CC1)c1cc2nc(-c3cccc(C#N)c3)nn2c(N)n1
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCCCC1N1CCCC1.CS(=O)(=O)O,8.57,465.44,4.4,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCCCC1N1CCCC1.CS(=O)(=O)O
COCC(C)(C)Oc1ccc(N2CCN(CCn3c(=O)n(C)c4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1,9.3,561.65,2.25,COCC(C)(C)Oc1ccc(N2CCN(CCn3c(=O)n(C)c4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NCCN4CCCCC4)nc32)[C@H](O)[C@@H]1O.O=C(O)C(F)(F)F,10.1,728.77,2.72,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NCCN4CCCCC4)nc32)[C@H](O)[C@@H]1O.O=C(O)C(F)(F)F
CC(C)CC1CN2C(=NCC2C2CCCCC2)N1CC1CCC(C)CC1,6.0,359.6,5.16,CC(C)CC1CN2C(=NCC2C2CCCCC2)N1CC1CCC(C)CC1
CC1C2Cc3cc4nn[nH]c4cc3C1(C)CCN2CC1CC1,9.09,296.42,2.89,CC1C2Cc3cc4nn[nH]c4cc3C1(C)CCN2CC1CC1
COC12CCC3(CC1C(=O)NCCCCCCNC(=O)CCCCCNC(=O)COc1ccc(C=CC4=[N+]5C(=Cc6ccc(-c7cccs7)n6[B-]5(F)F)C=C4)cc1)C1Cc4ccc(O)c5c4C3(CCN1C)C2O5,6.72,1015.05,,COC12CCC3(CC1C(=O)NCCCCCCNC(=O)CCCCCNC(=O)COc1ccc(C=CC4=[N+]5C(=Cc6ccc(-c7cccs7)n6[B-]5(F)F)C=C4)cc1)C1Cc4ccc(O)c5c4C3(CCN1C)C2O5
COc1ccc(Cl)cc1CNc1nc(Cl)nc2c1ncn2[C@@H]1SCC(O)[C@@H]1O,5.4,442.33,2.72,COc1ccc(Cl)cc1CNc1nc(Cl)nc2c1ncn2[C@@H]1SCC(O)[C@@H]1O
O=C(Nc1cnc(-c2ccncn2)c(-c2ccco2)n1)C1CC1,6.96,307.31,2.54,O=C(Nc1cnc(-c2ccncn2)c(-c2ccco2)n1)C1CC1
CN1CCN(Cc2cccc3c2-c2nc(N)nc(-c4ccccc4)c2C3=O)CC1,7.95,385.47,2.68,CN1CCN(Cc2cccc3c2-c2nc(N)nc(-c4ccccc4)c2C3=O)CC1
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NCCc4ccc(NC(=O)c5cc(C(C)(C)C)c(O)c(C(C)(C)C)c5)cc4)nc32)[C@H](O)[C@@H]1O,6.15,855.05,7.03,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NCCc4ccc(NC(=O)c5cc(C(C)(C)C)c(O)c(C(C)(C)C)c5)cc4)nc32)[C@H](O)[C@@H]1O
COC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,6.42,432.47,3.0,COC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C
CN(Cc1cccc(O)c1)c1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3,7.64,430.64,5.89,CN(Cc1cccc(O)c1)c1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3
COc1ccc(CC2CN3C(=NCC3C)N2CCCC2CCCCC2)cc1,7.43,369.55,4.34,COc1ccc(CC2CN3C(=NCC3C)N2CCCC2CCCCC2)cc1
c1coc(-c2nc3[nH]ccc3cc2-c2ccncn2)c1,6.21,262.27,3.28,c1coc(-c2nc3[nH]ccc3cc2-c2ccncn2)c1
CCCC/C=C/c1nc(N)c2ncn([C@@H]3OC[C@@H](O)[C@H]3O)c2n1,6.75,319.37,0.86,CCCC/C=C/c1nc(N)c2ncn([C@@H]3OC[C@@H](O)[C@H]3O)c2n1
COc1ccc2c(c1)C13CCN(CC4CC4)C(C2)C1(O)CC(CCOCc1ccccc1)C(=O)C3,6.44,475.63,4.29,COc1ccc2c(c1)C13CCN(CC4CC4)C(C2)C1(O)CC(CCOCc1ccccc1)C(=O)C3
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)O)cc3)cc2n(C)c1=O,5.39,357.37,1.57,CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)O)cc3)cc2n(C)c1=O
CNC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,5.86,431.49,2.57,CNC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C
CC(NC(=O)C(Cc1ccccc1)CN1CCC(C)(c2cccc(O)c2)C(C)C1)C(=O)O,6.04,438.57,3.44,CC(NC(=O)C(Cc1ccccc1)CN1CCC(C)(c2cccc(O)c2)C(C)C1)C(=O)O
Cc1ccccc1C=CC(=O)NC12CCC(=O)C3Oc4c(O)ccc5c4C31CCN(C)C2C5,9.64,444.53,2.89,Cc1ccccc1C=CC(=O)NC12CCC(=O)C3Oc4c(O)ccc5c4C31CCN(C)C2C5
Nc1nc2c(cnn2CCN2CCc3ccc(Cl)cc3CC2)c2nc(-c3ccco3)nn12,8.48,448.92,3.07,Nc1nc2c(cnn2CCN2CCc3ccc(Cl)cc3CC2)c2nc(-c3ccco3)nn12
CC(=O)N1CCN(Cc2cccc3c2-c2nc(N)nc(-c4ccccc4)c2C3=O)CC1,8.1,413.48,2.60,CC(=O)N1CCN(Cc2cccc3c2-c2nc(N)nc(-c4ccccc4)c2C3=O)CC1
COc1ccc(NC(=O)Nc2nc3cn(CCCc4ccccc4)cc3c3nc(-c4ccco4)nn23)cc1,6.89,507.55,5.62,COc1ccc(NC(=O)Nc2nc3cn(CCCc4ccccc4)cc3c3nc(-c4ccco4)nn23)cc1
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)O)cc4)nc32)[C@H](O)[C@@H]1O,8.12,499.53,-0.16,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)nc(NCCc4ccc(CCC(=O)O)cc4)nc32)[C@H](O)[C@@H]1O
Cc1ccc(C(CNC(=O)c2oc3ccccc3c2C)N2CCCC2)o1,6.44,352.43,4.21,Cc1ccc(C(CNC(=O)c2oc3ccccc3c2C)N2CCCC2)o1
Nc1nc2c(cnn2CCCc2ccc(OCc3ccccc3)cc2)c2nc(-c3ccco3)nn12,6.52,465.52,4.53,Nc1nc2c(cnn2CCCc2ccc(OCc3ccccc3)cc2)c2nc(-c3ccco3)nn12
Cc1cc(C)nc(NC(=N)NCCc2c[nH]c3ccccc23)n1,6.4,308.39,2.75,Cc1cc(C)nc(NC(=N)NCCc2c[nH]c3ccccc23)n1
O=C(O)C1CCN(c2nc3ccccc3n(C3CC4CCC(C3)N4C3CCCCCCC3)c2=O)CC1,6.18,492.66,4.98,O=C(O)C1CCN(c2nc3ccccc3n(C3CC4CCC(C3)N4C3CCCCCCC3)c2=O)CC1
COc1ccc(CCNc2nc(N)c3nc(-c4ccccc4)sc3n2)cc1,6.39,377.47,4.00,COc1ccc(CCNc2nc(N)c3nc(-c4ccccc4)sc3n2)cc1
Cc1ccc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)cc1,6.9,269.3,1.54,Cc1ccc(-c2cc3c([nH]2)c(=O)n(C)c(=O)n3C)cc1
OC[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NC4CCCC4)nc32)[C@H](O)[C@@H]1O,7.44,530.63,3.04,OC[C@H]1O[C@@H](n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NC4CCCC4)nc32)[C@H](O)[C@@H]1O
CNC(=O)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3,8.02,368.52,4.26,CNC(=O)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3
O[C@@H]1[C@H](O)[C@@H]2C[C@@H]2[C@H]1n1cnc2c(NC3CC3)nc(Cl)nc21,5.43,321.77,0.97,O[C@@H]1[C@H](O)[C@@H]2C[C@@H]2[C@H]1n1cnc2c(NC3CC3)nc(Cl)nc21
COc1ccc(N2CCOCC2)c2sc(NC(=O)C3(C)CCC(O)(C(C)C)CC3)nc12,8.68,447.6,4.05,COc1ccc(N2CCOCC2)c2sc(NC(=O)C3(C)CCC(O)(C(C)C)CC3)nc12
CCCn1cc2nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc3c2c1,6.7,431.46,4.40,CCCn1cc2nc(NC(=O)Nc3ccc(OC)cc3)n3nc(-c4ccco4)nc3c2c1
COc1cccc2c(C(=O)N[C@H]3CCCc4cccnc43)nc(N)nc12,6.75,349.39,2.42,COc1cccc2c(C(=O)N[C@H]3CCCc4cccnc43)nc(N)nc12
Cn1c(-c2ccccc2)nc2c(NC3CCC3)ncnc21,6.52,279.35,2.99,Cn1c(-c2ccccc2)nc2c(NC3CCC3)ncnc21
O=C(Nc1ccccc1)N1CCC(c2ccccc2)(c2nccn2Cc2ccc(F)cc2)CC1,5.67,454.55,5.68,O=C(Nc1ccccc1)N1CCC(c2ccccc2)(c2nccn2Cc2ccc(F)cc2)CC1
CCCC[C@H](NC(=O)CCCCCNC(=O)[C@H]1CC[C@H]2c3[nH]c4ccccc4c3CCN2C1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCCN)C(N)=O,4.8,787.02,3.36,CCCC[C@H](NC(=O)CCCCCNC(=O)[C@H]1CC[C@H]2c3[nH]c4ccccc4c3CCN2C1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCCN)C(N)=O
O=C(Nc1nc(-c2ccccc2)nc2nn(CCc3ccccc3)cc12)c1ccccc1,6.64,419.49,4.99,O=C(Nc1nc(-c2ccccc2)nc2nn(CCc3ccccc3)cc12)c1ccccc1
Cc1nc2nc(-c3ccccc3)[nH]c(N[C@H](CO)CC(C)C)c-2c1C,5.95,338.46,4.01,Cc1nc2nc(-c3ccccc3)[nH]c(N[C@H](CO)CC(C)C)c-2c1C
COc1ccc(O)c(/C=N/N=C(\S)Cc2ccccc2)c1,7.7,300.38,3.31,COc1ccc(O)c(/C=N/N=C(\S)Cc2ccccc2)c1
COc1ccccc1CNc1nc(N)c2nc(-c3ccc(C)o3)sc2n1,7.7,367.43,3.86,COc1ccccc1CNc1nc(N)c2nc(-c3ccc(C)o3)sc2n1
NC(=O)c1cccc(OC2CC3CCC(C2)N3CCc2ccccc2)c1,6.12,350.46,3.4,NC(=O)c1cccc(OC2CC3CCC(C2)N3CCc2ccccc2)c1
COC12CCC3(CC1COCc1ccccc1)C1Cc4ccc(-c5nn[nH]n5)c5c4C3(CCN1CC1CC1)C2O5,8.3,539.68,4.31,COC12CCC3(CC1COCc1ccccc1)C1Cc4ccc(-c5nn[nH]n5)c5c4C3(CCN1CC1CC1)C2O5
CCN(CC)CC.CCN(CC)CC.N=c1ccc2c(-c3ccc(C(=O)NCCNC(=O)COc4ccc(CCCn5ncc6c5nc(N)n5nc(-c7ccco7)nc65)cc4)cc3C(=O)O)c3ccc(N)c(S(=O)(=O)O)c3oc-2c1S(=O)(=O)O,7.78,1194.36,3.65,CCN(CC)CC.CCN(CC)CC.N=c1ccc2c(-c3ccc(C(=O)NCCNC(=O)COc4ccc(CCCn5ncc6c5nc(N)n5nc(-c7ccco7)nc65)cc4)cc3C(=O)O)c3ccc(N)c(S(=O)(=O)O)c3oc-2c1S(=O)(=O)O
CCC12CCN(CC3CC3)C(C(=O)c3ccc(C(=O)NCCc4ccc(-c5ccccc5)cc4)cc31)C2C,8.89,506.69,6.29,CCC12CCN(CC3CC3)C(C(=O)c3ccc(C(=O)NCCc4ccc(-c5ccccc5)cc4)cc31)C2C
CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,7.4,308.3,-1.84,CCNC(=O)[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O
CC(=O)Nc1cc(N2CCCC2C)nc(-n2nc(C)cc2C)n1,7.55,314.39,2.23,CC(=O)Nc1cc(N2CCCC2C)nc(-n2nc(C)cc2C)n1
CCCn1c(=O)c2[nH]c(-c3cc(OCC4CC(=O)N(c5ccc(C(F)(F)F)cc5)C4)no3)nc2n(CCC)c1=O,5.54,560.53,3.81,CCCn1c(=O)c2[nH]c(-c3cc(OCC4CC(=O)N(c5ccc(C(F)(F)F)cc5)C4)no3)nc2n(CCC)c1=O
COC12CCC3(CC1CNS(C)(=O)=O)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,9.13,474.62,2.17,COC12CCC3(CC1CNS(C)(=O)=O)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5
Cc1cccc(C)c1CO[C@@H]1CCCC1Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,5.64,469.54,1.60,Cc1cccc(C)c1CO[C@@H]1CCCC1Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
COC(=O)c1ccc(CSc2nnc(-c3ccccn3)n2Cc2cccs2)cc1,5.21,422.54,4.53,COC(=O)c1ccc(CSc2nnc(-c3ccccn3)n2Cc2cccs2)cc1
CCC1(N2CCC(n3c(=O)c(C(=O)O)nc4ccccc43)CC2)CCCCCCC1,5.61,411.55,4.62,CCC1(N2CCC(n3c(=O)c(C(=O)O)nc4ccccc43)CC2)CCCCCCC1
Nc1nc(NCCc2cccnc2)nc2sc(-c3ccco3)nc12,9.54,338.4,2.98,Nc1nc(NCCc2cccnc2)nc2sc(-c3ccco3)nc12
COCOC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,6.72,462.5,2.97,COCOC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C
COC12C(O)CC3(CC1C(C)O)C1Cc4ccc(O)c5c4C3(CCN1C)C2O5,7.58,387.48,1.19,COC12C(O)CC3(CC1C(C)O)C1Cc4ccc(O)c5c4C3(CCN1C)C2O5
N[C@@H]1[C@@H](CO)O[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@@H]1O,7.17,482.28,0.62,N[C@@H]1[C@@H](CO)O[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@@H]1O
N#Cc1cccc(-c2nc(Nc3cnccn3)sc2-n2cncn2)c1,5.45,346.38,2.80,N#Cc1cccc(-c2nc(Nc3cnccn3)sc2-n2cncn2)c1
CNC(=O)[C@H]1O[C@@H](n2cnc3c(NOC)nc(C#Cc4ccccc4)nc32)[C@H](O)[C@@H]1O,4.79,424.42,-0.44,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NOC)nc(C#Cc4ccccc4)nc32)[C@H](O)[C@@H]1O
Nc1nc(-c2ccccc2)c2c(n1)-c1cc(NCCN3CCOCC3)ccc1C2=O,8.36,401.47,2.68,Nc1nc(-c2ccccc2)c2c(n1)-c1cc(NCCN3CCOCC3)ccc1C2=O
Nc1nnc(-c2cc(Cl)cc(Cl)c2)c(-c2ccccc2)n1,7.3,317.18,4.09,Nc1nnc(-c2cc(Cl)cc(Cl)c2)c(-c2ccccc2)n1
NC(=O)c1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(CC2CC2)CCC314,7.96,368.43,0.92,NC(=O)c1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(CC2CC2)CCC314
Cl.Oc1cccc(CCN(CCc2ccccc2)CC2CCC2)c1F,8.16,363.9,4.42,Cl.Oc1cccc(CCN(CCc2ccccc2)CC2CCC2)c1F
CCN(CC)CCOc1ccc(CCN2CCCn3c2nc2c3c(=O)n(C)c(=O)n2C)cc1,6.25,454.58,1.61,CCN(CC)CCOc1ccc(CCN2CCCn3c2nc2c3c(=O)n(C)c(=O)n2C)cc1
Oc1ccc2c3c1OC1c4[nH]c5ccccc5c4CC4(O)C(C2)N(CC2CC2)CCC314,8.54,414.51,3.57,Oc1ccc2c3c1OC1c4[nH]c5ccccc5c4CC4(O)C(C2)N(CC2CC2)CCC314
CC(C)CCNc1ccc(C(=O)Nc2nccs2)cc1,6.14,289.4,3.85,CC(C)CCNc1ccc(C(=O)Nc2nccs2)cc1
CCN(C(=O)c1ccc(C(=O)c2cnc3ccc(Br)cn23)cc1)C1CCCCC1,6.97,454.37,5.12,CCN(C(=O)c1ccc(C(=O)c2cnc3ccc(Br)cn23)cc1)C1CCCCC1
COc1cccc(-c2n[nH]c(-c3ccc(Cl)c(Cl)c3)n2)c1,6.16,320.18,4.45,COc1cccc(-c2n[nH]c(-c3ccc(Cl)c(Cl)c3)n2)c1
CNc1ncc(C(=O)OCc2ccc(F)cc2)c2nc(-c3ccco3)nn12,7.15,367.34,2.92,CNc1ncc(C(=O)OCc2ccc(F)cc2)c2nc(-c3ccco3)nn12
CCCCc1nc2[nH]cnc2c2nc(-c3ccco3)nn12,6.68,282.31,2.60,CCCCc1nc2[nH]cnc2c2nc(-c3ccco3)nn12
O=C(O)C1(O)CCN(c2nc3ccccc3n(C3CC4CCC(C3)N4C3CCCCCCC3)c2=O)CC1,6.06,508.66,4.09,O=C(O)C1(O)CCN(c2nc3ccccc3n(C3CC4CCC(C3)N4C3CCCCCCC3)c2=O)CC1
O=C(CCCCCCCC(=O)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3,9.23,775.13,10.65,O=C(CCCCCCCC(=O)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3)Oc1ccc2c(c1)C13CCCCC1C(C2)N(CC1CCC1)CC3
COc1ccc(C[S+]([O-])C(Cl)=C(Cl)C(=O)Nc2ccc(OC)nc2)cc1,5.08,415.3,3.63,COc1ccc(C[S+]([O-])C(Cl)=C(Cl)C(=O)Nc2ccc(OC)nc2)cc1
